query,latitude,longitude
"RUA JOSE TEIXEIRA, 599 - PARQUE SISI - São Carlos/SP - CEP 13562-440",-22.0059193,-47.9209117
"RUA DA PAZ, 281 - COND 3;BLOCO 4;APT 423B - PARQUE SAO JOSE - São Carlos/SP - CEP 13570-830",-22.039044327619,-47.885933470791
"RUA RAIMUNDO CORREA, 845 - VILA MARCELINO - São Carlos/SP - CEP 13570-591",-22.0180395,-47.891154
"RUA ORLANDO DE OLIVEIRA, 580 - JARDIM EMBARE - São Carlos/SP - CEP 13563-884",-21.9663614,-47.9410304
"RUA MONTEIRO LOBATO, 1715 - JARDIM BRASIL - São Carlos/SP - CEP 13569-290",-22.0191784,-47.8769114
"AVENIDA SAO CARLOS, 2715 - SALA  2 - CENTRO - São Carlos/SP - CEP 13560-010",-22.0180395,-47.891154
"RUA RISKALLA HADAD, 1326 - PARQUE SISI - São Carlos/SP - CEP 13562-460",-22.006001985635,-47.921757962518
"RUA SANTA CRUZ, 462 - SALA  09 - CENTREVILLE - São Carlos/SP - CEP 13560-680",-22.023419999528,-47.890135975503
"AVENIDA PROFESSORA MARIA DE CRESCI LEOPOLDINO, 555 - CONDOMINIO RESIDENCIAL MONTREAL - São Carlos/SP - CEP 13563-820",-21.984373345648,-47.932684602089
"AVENIDA FRANCISCO FALVO, 248 - CASA 235 - RESIDENCIAL SAMAMBAIA - São Carlos/SP - CEP 13565-545",-21.95741699634,-47.887213038228
"RUA RIO PARANAPANEMA, 500 - CASA 500 - JARDIM JOCKEI CLUB A - São Carlos/SP - CEP 13565-050",-21.979621998956,-47.900663981168
"RUA EPISCOPAL, 1700 - NUCLEO RESIDENCIAL SILVIO VILARI - São Carlos/SP - CEP 13560-570",-22.0220528,-47.8915839
"RUA GEMINIANO COSTA, 2.080 - APT   03 - JARDIM BRASIL - São Carlos/SP - CEP 13569-310",-22.020905148459,-47.897285482616
"RUA EPISCOPAL, 2200 - APT   82 - CENTRO - São Carlos/SP - CEP 13560-049",-22.0180395,-47.891154
"RUA DOUVIDOR CUNHA, 25 - JARDIM CARDINALLI - São Carlos/SP - CEP 13569-580",-22.023730004217,-47.873029014037
"AVENIDA GIOVANI VASSOLO, 1001 - CASA - VILA SANTA MADRE CABRINI - São Carlos/SP - CEP 13572-450",-22.048063004412,-47.895597958889
"RUA REINALDO PIZANI, 149 - CIDADE ARACY - São Carlos/SP - CEP 13573-228",-22.0557374,-47.9122905
"RUA MARCILIO A. FERREIRA, 155 - JARDIM MARACANA - São Carlos/SP - CEP 13571-330",-22.0372774,-47.8645722
"RUA JACINTO FAVORETO, 777 - LOJA 7 E 8 - JARDIM MACARENCO - São Carlos/SP - CEP 13560-462",-22.0180395,-47.891154
"RUA JOSE CERRI, 560 - JARDIM CARDINALLI - São Carlos/SP - CEP 13569-540",-22.02023500205,-47.869739033221
"RUA JULIANO PAROLO, 25 - PARQUE INDUSTRIAL - São Carlos/SP - CEP 13564-540",-21.9899681,-47.8976381
"RUA JOSE BONIFACIO, 565 - MESA 23 - NUCLEO RESIDENCIAL SILVIO VILARI - São Carlos/SP - CEP 13560-610",-22.0180395,-47.891154
"RUA ALBERTO LANZONI, 536 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-390",-22.0031897,-47.9142187
"RUA SANTA CRUZ, 462 - CENTREVILLE - São Carlos/SP - CEP 13560-680",-22.0232666,-47.8851375
"RUA ORLANDO DE OLIVEIRA, 1125 - SALA 1 - JARDIM EMBARE - São Carlos/SP - CEP 13563-884",-21.964036981558,-47.943525010694
"RUA SANTA CRUZ, 462 - SALA  10 - CENTREVILLE - São Carlos/SP - CEP 13560-680",-22.023419999528,-47.890135975503
"RUA EUGENIO FRANCO DE CAMARGO, 2037 - CASA A - JARDIM BRASIL - São Carlos/SP - CEP 13569-270",-22.013178990229,-47.878061005789
"RUA ROSA ANTONIA OCTAVIANE NEO, 172 - JARDIM DOS COQUEIROS - São Carlos/SP - CEP 13568-851",-21.997004012576,-47.859064008975
"RUA NICOLINO BRUNO, 85 - PARQUE PRIMAVERA - São Carlos/SP - CEP 13567-580",-22.007079018283,-47.867784038125
"RUA AGINALDO MELO NUNES, 475 - JARDIM EMBARE - São Carlos/SP - CEP 13563-892",-21.9648196,-47.9392813
"AVENIDA OTTO WERNER ROSEL, 1455 - CASA 478 - JARDIM IPANEMA - São Carlos/SP - CEP 13563-673",-22.0180395,-47.891154
"TRAVESSA FRANCISCO LATORRE PRIMO, 126 - RESIDENCIAL PARATI - São Carlos/SP - CEP 13563-810",-21.993967489779,-47.917710627271
"RUA ITALIA, 579 - SALA  2 - VILA PRADO - São Carlos/SP - CEP 13574-240",-22.0180395,-47.891154
"RUA SAO PAULO, 2905 - VILA COSTA DO SOL - São Carlos/SP - CEP 13566-250",-22.0014106,-47.8860083
"RUA PADRE TEIXEIRA, 1667 - APT 23 - CENTRO - São Carlos/SP - CEP 13560-210",-22.0180395,-47.891154
"AVENIDA SAO CARLOS, 1415 - CENTRO - São Carlos/SP - CEP 13560-010",-22.0180395,-47.891154
"RUA RAIMUNDO CORREA, 845 - SALA  03 - VILA MARCELINO - São Carlos/SP - CEP 13570-591",-22.0180395,-47.891154
"RUA SAO PAULO, 382 - CASA - CENTRO - São Carlos/SP - CEP 13560-053",-22.0180395,-47.891154
"RUA EPISCOPAL, 1155 - NUCLEO RESIDENCIAL SILVIO VILARI - São Carlos/SP - CEP 13560-570",-22.0220528,-47.8915839
"PASSEIO DOS FLAMBOYANTS, 200 - LOJA  SUC 68 - PARQUE FABER CASTELL I - São Carlos/SP - CEP 13561-352",-22.0180395,-47.891154
"AVENIDA DOUTOR CARLOS BOTELHO, 3233 - FUNDOS - VILA DERIGGI - São Carlos/SP - CEP 13569-230",-22.011187994858,-47.879189964328
"RUA ISMAEL PEDRO BRANCO, 96 - RESIDENCIAL ASTOLPHO LUIZ DO PRADO - São Carlos/SP - CEP 13568-818",-21.995138,-47.8564761
"RUA CONDE DO PINHAL, 2443 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-648",-22.0177506,-47.8857447
"AVENIDA DOUTOR CARLOS BOTELHO, 2289 - SALA  07 - CENTRO - São Carlos/SP - CEP 13560-250",-22.0180395,-47.891154
"RUA DONA MARIA IZABEL DE OLIVEIRA BOTELHO, 1406 - JARDIM BRASIL - São Carlos/SP - CEP 13569-265",-22.0204094,-47.8788464
"RUA PERU, 178 - VILA BRASILIA - São Carlos/SP - CEP 13566-620",-21.997976983896,-47.87940102065
"RUA TREZE DE MAIO, 1119 - COND  VENUS               APT   82 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-647",-22.0180395,-47.891154
"RUA IRMAO DOMINGOS ZANFERRARI, 89 - LOTEAMENTO MUNICIPAL SAO CARLOS 3 - São Carlos/SP - CEP 13563-290",-21.990748011503,-47.925685973803
"RUA JOAO BATISTA DE ARRUDA, 279 - VILA BRASILIA - São Carlos/SP - CEP 13566-604",-21.998108998871,-47.884696958533
"RUA BRUNO GIONGO, 3395 - VILA DERIGGI - São Carlos/SP - CEP 13569-231",-22.0102306,-47.8772208
"RUA JOSE LEME MARQUES, 160 - VILA SAO JOSE - São Carlos/SP - CEP 13567-100",-22.0180395,-47.891154
"RUA DOM PEDRO II, 1779 - SALA  1 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-320",-22.0180395,-47.891154
"RUA GEMINIANO COSTA, 562 - CENTRO - São Carlos/SP - CEP 13560-641",-22.0207431,-47.8940614
"RUA QUINZE DE NOVEMBRO, 2378 - APT 51 - CENTRO - São Carlos/SP - CEP 13560-241",-22.0180395,-47.891154
"RUA FRANCISCO MARIGO, 1461 - JARDIM CRUZEIRO DO SUL - São Carlos/SP - CEP 13572-090",-22.0435961,-47.8886718
"RUA BRAS CUBAS, 119 - JARDIM CENTENARIO - São Carlos/SP - CEP 13564-120",-21.9973659,-47.9055495
"AVENIDA BELA CINTRA, 83 - AGUA VERMELHA - São Carlos/SP - CEP 13578-000",-21.8788022,-47.8567619
"RUA LOURENCO INOCENTINI, 847 - PARQUE SABARA - São Carlos/SP - CEP 13567-620",-22.010801002388,-47.865335013655
"RUA FRANCISCO COUTO, 23 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-310",-22.009135979232,-47.888651037537
"AVENIDA PAPA PAULO VI, 1379 - JARDIM CRUZEIRO DO SUL - São Carlos/SP - CEP 13572-140",-22.047620020829,-47.89383096988
"RUA GENESIO DE ARRUDA, 85 - VILA BRASILIA - São Carlos/SP - CEP 13566-601",-21.9988874,-47.8851915
"RUA JOAQUIM EDUARDO CATARINO, 2342 - VILA RANCHO VELHO - São Carlos/SP - CEP 13569-070",-22.0155845,-47.8711022
"RUA JOSE BONIFACIO, 1183 - NUCLEO RESIDENCIAL SILVIO VILARI - São Carlos/SP - CEP 13560-610",-22.0260723,-47.8934396
"AVENIDA FRANCISCO PEREIRA LOPES, 1701 - LOJA LUC 043H PISO 2 PASSEIO SAO CARLOS - PARQUE SANTA MONICA - São Carlos/SP - CEP 13561-250",-22.0180395,-47.891154
"RUA BACHIR NACRUR, 110 - RESIDENCIAL AMERICO ALVES MARGARIDO - São Carlos/SP - CEP 13567-876",-22.008982003671,-47.8670849874
"RUA ANTONIO FLOSI, 220 - JARDIM TANGARA - São Carlos/SP - CEP 13568-060",-22.0171247,-47.8539753
"RUA JOSE FERNANDES NUNES, 126 - VILA SANTA MADRE CABRINI - São Carlos/SP - CEP 13572-520",-22.0497934,-47.8940882
"RUA SETE DE SETEMBRO, 1320 - CENTRO - São Carlos/SP - CEP 13560-180",-22.0160099,-47.890223
"RUA CONDE DO PINHAL, 1762 - CXPST 85 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-648",-22.0180395,-47.891154
"RUA DOUTOR MORENCY AROUCA, 1413 - SALA A - RESIDENCIAL MONSENHOR ROMEU TORTORELLI - São Carlos/SP - CEP 13562-504",-22.007943988781,-47.921393014454
"RUA BOLIVIA, 110 - VILA BRASILIA - São Carlos/SP - CEP 13566-680",-21.995194605868,-47.88238997464
"RUA MAJOR JOAO MANOEL DE CAMPOS PENTEADO, 840 - JARDIM BEATRIZ - São Carlos/SP - CEP 13575-110",-22.0398489,-47.9062489
"RUA GEMINIANO COSTA, 634 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-641",-22.0207431,-47.8940614
"RUA PADRE TEIXEIRA, 1707 - SALA  15 - CENTRO - São Carlos/SP - CEP 13560-210",-22.0180395,-47.891154
"RUA RAUL RODRIGUES MARTINS, 122 - RESIDENCIAL PARQUE DOURADINHO - São Carlos/SP - CEP 13568-653",-22.018182986424,-47.846014978292
"RUA VICTORIO BONUCCI, 691 - CASA 72 - JARDIM TANGARA - São Carlos/SP - CEP 13568-110",-22.01241099835,-47.854656971923
"RUA FRANCISCO GENTIL DE GUZZI, 539 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13563-360",-22.0022493,-47.9211045
"RUA QUINTINO BOCAIUVA, 948 - VILA BOA VISTA - São Carlos/SP - CEP 13574-003",-22.03001,-47.9009242
"RUA CELIO BARBOSA DA SILVA, 140 - SALA  A - JARDIM SANTA PAULA - São Carlos/SP - CEP 13564-060",-22.00044298172,-47.904063010544
"RUA NOVE DE JULHO, 2002 - APT 102 - CENTRO - São Carlos/SP - CEP 13560-042",-22.0180395,-47.891154
"AVENIDA JOAQUIM ROBERTO RODRIGUES FREIRE, 204 - JARDIM DAS TORRES - São Carlos/SP - CEP 13575-610",-22.034442998485,-47.912859985564
"RUA RIACHUELO, 460 - CENTRO - São Carlos/SP - CEP 13560-110",-22.0146282,-47.8957567
"AVENIDA SAO CARLOS, 2614 - LOJA 07 - CENTRO - São Carlos/SP - CEP 13560-002",-22.0180395,-47.891154
"RUA DOUTOR ALDERICO VIEIRA PERDIGAO, 145 - VILA MORUMBI - São Carlos/SP - CEP 13572-060",-22.038108991477,-47.889317985573
"RUA ELIAS POZZI, 381 - RESIDENCIAL AMERICO ALVES MARGARIDO - São Carlos/SP - CEP 13567-885",-22.0085976,-47.8648893
"AVENIDA JOAO STELLA, 300 - COND MONTE STELLA ;BLOCO 13;APT 202 - RESIDENCIAL MONSENHOR ROMEU TORTORELLI - São Carlos/SP - CEP 13562-530",-22.001996986569,-47.926233982633
"RUA PAULO FRAGOSO COIMBRA, 342 - APT 23 - JARDIM ALVORADA - São Carlos/SP - CEP 13562-340",-22.008529003714,-47.906150020615
"RUA AQUIDABAN, 1253 - CENTRO - São Carlos/SP - CEP 13560-120",-22.0142401,-47.8948118
"RUA MANOEL DA SILVA FERREIRA, 150 - JARDIM SAO JOAO BATISTA - São Carlos/SP - CEP 13567-070",-22.0019742,-47.877369
"RUA MIGUEL JOAO, 370 - JARDIM BANDEIRANTES - São Carlos/SP - CEP 13562-180",-22.0011545,-47.9067363
"AVENIDA BRUNO RUGGIERO FILHO, 101 - CASA  21 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-420",-22.0180395,-47.891154
"RUA RUI BARBOSA, 2484 - VILA COSTA DO SOL - São Carlos/SP - CEP 13566-260",-22.006805,-47.8868863
"RUA JOSE LAURIMIR LAURINDO LEANDRO, 121 - JARDIM BICAO - São Carlos/SP - CEP 13575-713",-22.0301859975,-47.911123003769
"RUA RAIMUNDO CORREA, 820 - SALA  B - VILA MARCELINO - São Carlos/SP - CEP 13570-591",-22.0180395,-47.891154
"RUA DOUTOR ANTONIO STELLA MORUZZI, 701 - JARDIM DAS TORRES - São Carlos/SP - CEP 13575-480",-22.0323891,-47.9132665
"AVENIDA SAVERIO TALARICO, 360 - JARDIM RICETTI - São Carlos/SP - CEP 13570-090",-22.028593016802,-47.875384999381
"RUA PARA, 160B - FUNDOS - JARDIM PACAEMBU - São Carlos/SP - CEP 13572-360",-22.03874501029,-47.897424040314
"PASSEIO DAS CASTANHEIRAS, 431 - COND  TRIADE 03           EDIF  NOVA YORK           CONJ  703 - PARQUE FABER CASTELL I - São Carlos/SP - CEP 13561-384",-22.019983552392,-47.91629210488
"RUA CELIO BARBOSA DA SILVA, 140 - SALA  D - JARDIM SANTA PAULA - São Carlos/SP - CEP 13564-060",-22.00044298172,-47.904063010544
"SERVIDAO DE PASSAGEM JOAO DERIGGI, 181 - APT 201;BLOCO 33 - PARQUE FEHR - São Carlos/SP - CEP 13563-773",-22.0180395,-47.891154
"RUA ALBERTINA RODRIGUES DOS SANTOS, 91 - SALA  - A - JARDIM BICAO - São Carlos/SP - CEP 13575-715",-22.030342990547,-47.910583041567
"RUA MARTINHO ARRUDA BOTELHO DO PINHAL, 126 - JARDIM DONA FRANCISCA - São Carlos/SP - CEP 13571-040",-22.0313725,-47.8662686
"RUA IRMA MARIA SAO FELIX, 13 - JARDIM CARDINALLI - São Carlos/SP - CEP 13569-600",-22.023812985059,-47.871423041388
"PASSEIO DAS PALMEIRAS, 520 - BLOCO 01;ANDAR 15;APT 153 - PARQUE FABER CASTELL I - São Carlos/SP - CEP 13561-353",-22.018289981418,-47.918390030003
"RUA ELZA DE SANTIS, 0442 - RESIDENCIAL DEPUTADO JOSE ZAVAGLIA - São Carlos/SP - CEP 13573-556",-22.0472817,-47.9222112
"RUA NOVE DE JULHO, 1475 - CENTRO - São Carlos/SP - CEP 13560-042",-22.017001,-47.8926712
"RUA FLORIANO PEIXOTO, 215 - JARDIM PAULISTA - São Carlos/SP - CEP 13574-420",-22.02095098422,-47.899950010655
"RUA CESAR DACORSO FILHO, 1217 - CONJ - VILA CARMEM - São Carlos/SP - CEP 13575-331",-22.033877010473,-47.903090961232
"AVENIDA MIGUEL DAMHA, 1000 - PARQUE TECNOLOGICO DAMHA I SAO CARLOS - São Carlos/SP - CEP 13565-251",-22.0180395,-47.891154
"RUA MOACYR ALVES HERRMAN, 35 - LOTEAMENTO HABITACIONAL SAO CARLOS 1 - São Carlos/SP - CEP 13563-070",-21.99295400269,-47.919332994111
"RUA SAO JOAO BATISTA DE LA SALLE, 135 - JARDIM CARDINALLI - São Carlos/SP - CEP 13569-535",-22.021035012799,-47.873997040034
"RUA ELIAS MIGUEL MHIRDAUI, 68 - JARDIM NOVA SAO CARLOS - São Carlos/SP - CEP 13570-170",-22.029427016168,-47.873698979557
"RUA JOAO RIBEIRO DE SOUZA FILHO, 1180 - JARDIM BEATRIZ - São Carlos/SP - CEP 13575-140",-22.0392008,-47.908936
"RUA EUGENIO DE ANDRADE EGAS, 458 - VILA BRASILIA - São Carlos/SP - CEP 13566-611",-22.0180395,-47.891154
"AVENIDA DOUTOR CARLOS BOTELHO, 1712 - ANDAR 1                   SALA  12 - CENTRO - São Carlos/SP - CEP 13560-250",-22.0180395,-47.891154
"PASSEIO DAS MAGNOLIAS, 281 - APT 501 - PARQUE FABER CASTELL I - São Carlos/SP - CEP 13561-381",-22.013962991542,-47.917784018404
"RUA GENERAL OSORIO, 1981 - JARDIM CARDINALLI - São Carlos/SP - CEP 13569-532",-22.02136299667,-47.880181962568
"RUA BRAS CUBAS, 120 - JARDIM CENTENARIO - São Carlos/SP - CEP 13564-120",-21.9973659,-47.9055495
"RUA JERONIMO COSTA TERRA, 2135 - VILA BOA VISTA 1 - São Carlos/SP - CEP 13575-006",-22.037100019882,-47.911820964847
"RUA LUIZ CARLOS BORTOLANI, 75 - RESIDENCIAL MONSENHOR ROMEU TORTORELLI - São Carlos/SP - CEP 13562-511",-22.0099208,-47.9202319
"RUA RAY WESLEY HERRICK, 475BL9 - APT 404 - JARDIM JOCKEY CLUBE - São Carlos/SP - CEP 13565-090",-22.0180395,-47.891154
"RUA DOUTOR MARINO COSTA TERRA, 1000 - BLOCO 6 APT 72 - PARQUE SABARA - São Carlos/SP - CEP 13567-640",-22.014954989783,-47.858823029259
"RUA LUIGI MAZZIERO, 164 - PARQUE INDUSTRIAL - São Carlos/SP - CEP 13564-580",-21.9884587,-47.9012993
"RUA CAMPOS SALLES, 1463 - SALA C - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-350",-22.0180395,-47.891154
"RUA DOUTOR GIPSY GARCIA FERREIRA, 120 - JARDIM DAS TORRES - São Carlos/SP - CEP 13575-490",-22.0297982,-47.9163956
"RUA ANTONIO CARRERI, 330 - BLOCO 02;APT 203 - JARDIM RICETTI - São Carlos/SP - CEP 13570-070",-22.026259997872,-47.876935986745
"RUA DOUTOR DOMINGOS FARO, 338 - APT   14                  EDIF  SUNS PLACE - JARDIM ALVORADA - São Carlos/SP - CEP 13562-003",-22.007438979115,-47.907120980279
"RUA ALBERTO LANZONI, 1364 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-390",-22.0031897,-47.9142187
"RUA FLAUZINO MARQUES, 354 - SALA  01 - JARDIM ALVORADA - São Carlos/SP - CEP 13562-002",-22.007375989113,-47.907848026561
"RUA PEDRO FERNANDES ALONSO, 474 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-380",-22.0056319,-47.9142862
"RUA DOS INCONFIDENTES, 40 - APT 25 - PARQUE ARNOLD SCHIMIDT - São Carlos/SP - CEP 13566-581",-22.0180395,-47.891154
"RUA ALFEO AMBROGIO, 1138 - JARDIM MERCEDES - São Carlos/SP - CEP 13570-540",-22.0301939,-47.8813686
"RUA SANTA CRUZ, 462 - SALA  07 - CENTREVILLE - São Carlos/SP - CEP 13560-680",-22.023419999528,-47.890135975503
"RUA FRANCISCO POSSA, 2344 - SLJ   CASA - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13563-310",-21.994172982869,-47.925170989672
"RUA RAY WESLEY HERRICK, 1501 - CASA 107 - JARDIM JOCKEY CLUBE - São Carlos/SP - CEP 13565-090",-22.0180395,-47.891154
"RUA MARISWALDO RUGGIERO, 181 - RESIDENCIAL PARQUE DOURADINHO - São Carlos/SP - CEP 13568-648",-22.017443995931,-47.846487969089
"RUA ARISTIDES DE SANTI, 06 - COND PAINEIRAS - AZULVILLE I - São Carlos/SP - CEP 13571-150",-22.0180395,-47.891154
"RUA SETE DE SETEMBRO, 2988 - CENTRO - São Carlos/SP - CEP 13560-180",-22.0160099,-47.890223
"RUA MARIA VILANI PETRILLI, 25 - CASA - JARDIM TANGARA - São Carlos/SP - CEP 13568-180",-22.009969014679,-47.857102978908
"RUA CID SILVA CESAR, 1053 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-400",-22.0079593,-47.9194074
"RUA MIGUEL PETRONI, 1455 - APT   01 - JARDIM BANDEIRANTES - São Carlos/SP - CEP 13562-190",-22.0180395,-47.891154
"RUA LUCAS PERRONI, 371 - JARDIM NOSSA SENHORA APARECIDA - São Carlos/SP - CEP 13569-380",-22.0230164,-47.8763891
"RUA MIGUEL PETRONI, 4900 - CASA  19                  SALA  2 - RESIDENCIAL ELDORADO - São Carlos/SP - CEP 13563-691",-21.981790984041,-47.926784003119
"RUA LUIZ RODRIGUES SAMPAIO, 215 - LOTEAMENTO MUNICIPAL SAO CARLOS 3 - São Carlos/SP - CEP 13563-262",-22.001785008238,-47.924710990826
"RUA DAS ORQUIDEAS, 237 - CIDADE JARDIM - São Carlos/SP - CEP 13566-520",-21.9992623,-47.892905
"RUA JESUINO DE ARRUDA, 2010 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-642",-22.0195223,-47.8774342
"RUA JESUINO DE ARRUDA, 1937 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-642",-22.0195223,-47.8774342
"AVENIDA COMENDADOR ALFREDO MAFFEI, 2542 - BOX 054 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13561-270",-22.0180395,-47.891154
"AVENIDA SALGADO FILHO, 203 - CASA CASA DE CIMA - VILA MARINA - São Carlos/SP - CEP 13566-350",-21.996845007873,-47.889154035546
"AVENIDA JOSE FORTUNA, 225 - PORTAL DO SOL - São Carlos/SP - CEP 13569-450",-22.0180395,-47.891154
"AVENIDA NICOLAU CHICRALA, 321 - JARDIM ARAUCARIA - São Carlos/SP - CEP 13562-820",-21.978006009934,-47.9481229875
"RUA DONA MARIA IZABEL DE OLIVEIRA BOTELHO, 2125 - CASA - JARDIM BRASIL - São Carlos/SP - CEP 13569-265",-22.0180395,-47.891154
"RUA LUIZ BARBOSA DE CAMPOS, 142 - APT   84 - JARDIM ALVORADA - São Carlos/SP - CEP 13562-330",-22.008244831469,-47.906654941414
"RUA PADRE BONILHA, 106 - JARDIM BANDEIRANTES - São Carlos/SP - CEP 13562-240",-22.0023804,-47.905497
"RUA DOM PEDRO II, 356 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-320",-22.0237554,-47.8875484
"AVENIDA OTTO WERNER ROSEL, 811 - CASA 350 - JARDIM IPANEMA - São Carlos/SP - CEP 13563-673",-22.0180395,-47.891154
"AVENIDA COMENDADOR ALFREDO MAFFEI, 520 - SALA  02 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13561-270",-22.0180395,-47.891154
"ALAMEDA DAS AZALEIAS, 120 - CIDADE JARDIM - São Carlos/SP - CEP 13566-500",-21.999543,-47.8922196
"RUA MIGUEL PETRONI, 1455 - APT   1 - JARDIM BANDEIRANTES - São Carlos/SP - CEP 13562-190",-22.0180395,-47.891154
"RUA JOSE CALIJURI, 258 - APT   3 - JARDIM HIKARI - São Carlos/SP - CEP 13564-430",-21.993834018704,-47.900666998653
"RUA RHEDA WIDENBRUCK, 491 - RESIDENCIAL SAMAMBAIA - São Carlos/SP - CEP 13565-550",-21.95493599491,-47.886634016357
"RUA BYRON ORTIZ DE ARAUJO, 211 - APT   01E - VILA JACOBUCCI - São Carlos/SP - CEP 13567-230",-22.006367981437,-47.871083993405
"RUA PROFESSOR HERIO PALO, 500 - PORTAL DO SOL - São Carlos/SP - CEP 13569-517",-22.0244826,-47.875306
"AVENIDA OTTO WERNER ROSEL, 777 - CASA 129 - JARDIM IPANEMA - São Carlos/SP - CEP 13563-673",-22.0180395,-47.891154
"RUA ANANIAS EVANGELISTA DE TOLEDO, 337 - VILA PRADO - São Carlos/SP - CEP 13574-280",-22.0284152,-47.9004951
"RUA SETE DE SETEMBRO, 1551 - APT   102 - CENTRO - São Carlos/SP - CEP 13560-180",-22.0180395,-47.891154
"RUA VICENTE APARECIDO DA SILVA, 183 - JARDIM ACAPULCO - São Carlos/SP - CEP 13563-707",-21.9951442,-47.9113916
"RUA AQUIDABAN, 01 - EDIF  ONOVOLAB - CENTRO - São Carlos/SP - CEP 13560-120",-22.0180395,-47.891154
"RUA DOM PEDRO II, 1329 - APT   42 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-320",-22.0180395,-47.891154
"RUA SAO PAULO, 1708 - CENTRO - São Carlos/SP - CEP 13560-053",-22.0146191,-47.8857746
"AVENIDA SALLUM, 878 - SALA  01 - VILA PRADO - São Carlos/SP - CEP 13574-040",-22.0180395,-47.891154
"RUA MARIA BROGGIO ASENHA, 191 - PARQUE BELVEDERE - São Carlos/SP - CEP 13568-880",-21.9983133,-47.8715517
"AVENIDA SAO CARLOS, 1065 - SALA  A - CENTRO - São Carlos/SP - CEP 13560-002",-22.0180395,-47.891154
"RUA CONSELHEIRO SOARES BRANDAO, 176 - APT 11 - JARDIM PARAISO - São Carlos/SP - CEP 13561-100",-22.006879989992,-47.901292037173
"RUA QUINZE DE NOVEMBRO, 1859 - APT 112 - CENTRO - São Carlos/SP - CEP 13560-240",-22.0180395,-47.891154
"RUA ADOLFO CATANI, 545 - JARDIM MACARENGO - São Carlos/SP - CEP 13560-470",-22.0180395,-47.891154
"RUA SANTA CRUZ, 462 - SALA  9 - CENTREVILLE - São Carlos/SP - CEP 13560-680",-22.023419999528,-47.890135975503
"RUA PADRE TEIXEIRA, 2713 - CENTRO - São Carlos/SP - CEP 13560-210",-22.0138904,-47.8840494
"RUA JOAO ALBERTO DOS SANTOS, 100 - QUADRA14                  LOTE  13 - LOTEAMENTO RESIDENCIAL VIDA NOVA SAO CARLOS - São Carlos/SP - CEP 13573-348",-22.06579399857,-47.902880994558
"RUA EPISCOPAL, 357 - CASA - NUCLEO RESIDENCIAL SILVIO VILARI - São Carlos/SP - CEP 13560-570",-22.027680981917,-47.891547990912
"RUA MARECHAL DEODORO, 1460 - APT   32 - CENTRO - São Carlos/SP - CEP 13560-200",-22.0180395,-47.891154
"RUA JUAN LOPES, 791 - JARDIM SAO JOAO BATISTA - São Carlos/SP - CEP 13567-020",-22.001839,-47.8784643
"RUA JOAO BREGAGNOLO, 441 - PARQUE DELTA - São Carlos/SP - CEP 13564-680",-21.9911805,-47.894565
"RUA MARCOLINO LOPES BARRETO, 815 - CENTREVILLE - São Carlos/SP - CEP 13560-400",-22.01878,-47.881815
"RUA VICTORIA FABIANO, 1349 - JARDIM SOCIAL PRESIDENTE COLLOR - São Carlos/SP - CEP 13573-360",-22.0637782,-47.895303
"RUA JOSE ALVAREZ MACIEL, 90 - APT 13 - PARQUE ARNOLD SCHIMIDT - São Carlos/SP - CEP 13566-586",-22.0180395,-47.891154
"RUA SETE DE SETEMBRO, 1458 - APT   101                 COND  SPAZIO MONTE BELO - CENTRO - São Carlos/SP - CEP 13560-180",-22.0180395,-47.891154
"RUA CONDE DO PINHAL, 2359 - EDIF  TOLENTINO RESIDENCE APT   52 - JARDIM SAO CARLOS - São Carlos/SP - CEP 13560-648",-22.0180395,-47.891154
"RUA VICTORIO BONUCCI, 1251 - CASA  18 - JARDIM TANGARA - São Carlos/SP - CEP 13568-110",-22.006497020836,-47.853892961449
"ESTRADA DOUTOR BENJAMIN LOPES OSORES, 2200 - CASA 09 - JARDIM TANGARA - São Carlos/SP - CEP 13568-190",-22.00604355446,-47.855464827614
