query,norm_base,expects_house,has_km,candidates,reason
"AVENIDA SAO CARLOS, 2205 - SL 203-2 ANDAR - CENTRO - São Carlos/SP - CEP 13560-011","{'street': 'AV ENIDA SAO CARLOS, 2205', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-011'}",True,False,"[{""street"": ""AV ENIDA SAO CARLOS, 2205"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-011""}, {""street"": ""AV ENIDA SAO CARLOS, 2205"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-011"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""AV ENIDA SAO CARLOS, 2205, São Carlos, SP, Brasil""]",no_valid_hit
"AVENIDA SAO CARLOS, 759 - CASA - VL.MARCELINO - São Carlos/SP - CEP 13573-284","{'street': 'AV ENIDA SAO CARLOS, 759, CASA, VL.MARCELINO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13573-284'}",False,False,"[{""street"": ""AV ENIDA SAO CARLOS, 759, CASA, VL.MARCELINO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13573-284""}, {""street"": ""AV ENIDA SAO CARLOS, 759, CASA, VL.MARCELINO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13573-284"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""AV ENIDA SAO CARLOS, 759, CASA, VL.MARCELINO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA CID SILVA CESAR, 357-A - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13562-400","{'street': 'RUA CID SILVA CESAR, 357-A, PARQUE SANTA FELICIA JARDIM, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13562-400'}",False,False,"[{""street"": ""RUA CID SILVA CESAR, 357-A, PARQUE SANTA FELICIA JARDIM, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13562-400""}, {""street"": ""RUA CID SILVA CESAR, 357-A, PARQUE SANTA FELICIA JARDIM, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13562-400"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA CID SILVA CESAR, 357-A, PARQUE SANTA FELICIA JARDIM, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"AVENIDA SALLUM, 866 - SALA  04 - VILA PRADO - São Carlos/SP - CEP 13574-040","{'street': 'AV ENIDA SALLUM, 866', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13574-040'}",True,False,"[{""street"": ""AV ENIDA SALLUM, 866"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13574-040""}, {""street"": ""AV ENIDA SALLUM, 866"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13574-040"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""AV ENIDA SALLUM, 866, São Carlos, SP, Brasil""]",no_valid_hit
"RUA PERNAMBUCO, 315 - JD PACAEMBU - São Carlos/SP - CEP 13572-380","{'street': 'RUA PERNAMBUCO, 315, JD PACAEMBU, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13572-380'}",False,False,"[{""street"": ""RUA PERNAMBUCO, 315, JD PACAEMBU, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13572-380""}, {""street"": ""RUA PERNAMBUCO, 315, JD PACAEMBU, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13572-380"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA PERNAMBUCO, 315, JD PACAEMBU, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA FRANCISCO MARIGO, 887 - JD CRUZEIRO DO SUL - São Carlos/SP - CEP 13572-090","{'street': 'RUA FRANCISCO MARIGO, 887, JD CRUZEIRO DO SUL, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13572-090'}",False,False,"[{""street"": ""RUA FRANCISCO MARIGO, 887, JD CRUZEIRO DO SUL, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13572-090""}, {""street"": ""RUA FRANCISCO MARIGO, 887, JD CRUZEIRO DO SUL, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13572-090"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA FRANCISCO MARIGO, 887, JD CRUZEIRO DO SUL, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA JOSE TEIXEIRA, 42 - PARQUE SISI - São Carlos/SP - CEP 13562-440","{'street': 'RUA JOSE TEIXEIRA, 42, PARQUE SISI, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13562-440'}",False,False,"[{""street"": ""RUA JOSE TEIXEIRA, 42, PARQUE SISI, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13562-440""}, {""street"": ""RUA JOSE TEIXEIRA, 42, PARQUE SISI, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13562-440"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA JOSE TEIXEIRA, 42, PARQUE SISI, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"AVENIDA TEIXEIRA DE BARROS, 367 - VILA PRADO - São Carlos/SP - CEP 13574-033","{'street': 'AV ENIDA TEIXEIRA DE BARROS, 367, VILA PRADO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13574-033'}",False,False,"[{""street"": ""AV ENIDA TEIXEIRA DE BARROS, 367, VILA PRADO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13574-033""}, {""street"": ""AV ENIDA TEIXEIRA DE BARROS, 367, VILA PRADO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13574-033"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""AV ENIDA TEIXEIRA DE BARROS, 367, VILA PRADO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA PADRE TEIXEIRA, 2796 - CENTRO - São Carlos/SP - CEP 13560-210","{'street': 'RUA PADRE TEIXEIRA, 2796, CENTRO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-210'}",False,False,"[{""street"": ""RUA PADRE TEIXEIRA, 2796, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-210""}, {""street"": ""RUA PADRE TEIXEIRA, 2796, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-210"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA PADRE TEIXEIRA, 2796, CENTRO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA EPISCOPAL, 1090 - CENTRO - São Carlos/SP - CEP 13560-049","{'street': 'RUA EPISCOPAL, 1090, CENTRO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-049'}",False,False,"[{""street"": ""RUA EPISCOPAL, 1090, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-049""}, {""street"": ""RUA EPISCOPAL, 1090, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-049"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA EPISCOPAL, 1090, CENTRO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA SAO JOAQUIM, 2023 - SALA  04 - VILA MONTEIRO (GLEBA I) - São Carlos/SP - CEP 13560-300","{'street': 'RUA SAO JOAQUIM, 2023', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-300'}",True,False,"[{""street"": ""RUA SAO JOAQUIM, 2023"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-300""}, {""street"": ""RUA SAO JOAQUIM, 2023"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-300"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA SAO JOAQUIM, 2023, São Carlos, SP, Brasil""]",no_valid_hit
"RUA ROSA LEA FERRARI LISBOA, 255 - JARDIM ACAPULCO - São Carlos/SP - CEP 13563-706","{'street': 'RUA ROSA LEA FERRARI LISBOA, 255, JARDIM ACAPULCO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13563-706'}",False,False,"[{""street"": ""RUA ROSA LEA FERRARI LISBOA, 255, JARDIM ACAPULCO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13563-706""}, {""street"": ""RUA ROSA LEA FERRARI LISBOA, 255, JARDIM ACAPULCO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13563-706"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA ROSA LEA FERRARI LISBOA, 255, JARDIM ACAPULCO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA OSCAR DE SOUZA GERIBELO, 790 - JARDIM SANTA PAULA - São Carlos/SP - CEP 13564-031","{'street': 'RUA OSCAR DE SOUZA GERIBELO, 790, JARDIM SANTA PAULA, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13564-031'}",False,False,"[{""street"": ""RUA OSCAR DE SOUZA GERIBELO, 790, JARDIM SANTA PAULA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13564-031""}, {""street"": ""RUA OSCAR DE SOUZA GERIBELO, 790, JARDIM SANTA PAULA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13564-031"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA OSCAR DE SOUZA GERIBELO, 790, JARDIM SANTA PAULA, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"PASSEIO DAS CASTANHEIRAS, 431 - COND  TRIADE 03           EDIF  NOVA YORK           CONJ  207 - PARQUE FABER - São Carlos/SP - CEP 13561-384","{'street': 'PASSEIO DAS CASTANHEIRAS, 431, COND TRIADE 03 EDIF NOVA YORK CONJ 207, PARQUE FABER, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13561-384'}",False,False,"[{""street"": ""PASSEIO DAS CASTANHEIRAS, 431, COND TRIADE 03 EDIF NOVA YORK CONJ 207, PARQUE FABER, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13561-384""}, {""street"": ""PASSEIO DAS CASTANHEIRAS, 431, COND TRIADE 03 EDIF NOVA YORK CONJ 207, PARQUE FABER, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13561-384"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""PASSEIO DAS CASTANHEIRAS, 431, COND TRIADE 03 EDIF NOVA YORK CONJ 207, PARQUE FABER, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA, 900 - SALA  01 - PARQUE SANTA FELICIA JARDIM - São Carlos/SP - CEP 13563-330","{'street': 'RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA, 900', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13563-330'}",True,False,"[{""street"": ""RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA, 900"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13563-330""}, {""street"": ""RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA, 900"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13563-330"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA JOAQUIM AUGUSTO RIBEIRO DE SOUZA, 900, São Carlos, SP, Brasil""]",no_valid_hit
"AVENIDA SALLUM, 1154 - LOJA  D - VILA PRADO - São Carlos/SP - CEP 13574-040","{'street': 'AV ENIDA SALLUM, 1154', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13574-040'}",True,False,"[{""street"": ""AV ENIDA SALLUM, 1154"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13574-040""}, {""street"": ""AV ENIDA SALLUM, 1154"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13574-040"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""AV ENIDA SALLUM, 1154, São Carlos, SP, Brasil""]",no_valid_hit
"AVENIDA PROFESSORA MARIA DE CRESCI LEOPOLDINO, 755 - CASA  294 - CONDOMINIO RESIDENCIAL QUEBEC - São Carlos/SP - CEP 13563-623","{'street': 'AV ENIDA PROFESSORA MARIA DE CRESCI LEOPOLDINO, 755, CASA 294, CONDOMINIO RESIDENCIAL QUEBEC, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13563-623'}",False,False,"[{""street"": ""AV ENIDA PROFESSORA MARIA DE CRESCI LEOPOLDINO, 755, CASA 294, CONDOMINIO RESIDENCIAL QUEBEC, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13563-623""}, {""street"": ""AV ENIDA PROFESSORA MARIA DE CRESCI LEOPOLDINO, 755, CASA 294, CONDOMINIO RESIDENCIAL QUEBEC, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13563-623"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""AV ENIDA PROFESSORA MARIA DE CRESCI LEOPOLDINO, 755, CASA 294, CONDOMINIO RESIDENCIAL QUEBEC, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA JOSE DUARTE DE SOUZA, 383 - SALA  01 - JARDIM SANTA PAULA - São Carlos/SP - CEP 13564-030","{'street': 'RUA JOSE DUARTE DE SOUZA, 383', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13564-030'}",True,False,"[{""street"": ""RUA JOSE DUARTE DE SOUZA, 383"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13564-030""}, {""street"": ""RUA JOSE DUARTE DE SOUZA, 383"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13564-030"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA JOSE DUARTE DE SOUZA, 383, São Carlos, SP, Brasil""]",no_valid_hit
"RUA QUINZE DE NOVEMBRO, 2073 - CENTRO - São Carlos/SP - CEP 13560-240","{'street': 'RUA QUINZE DE NOVEMBRO, 2073, CENTRO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-240'}",False,False,"[{""street"": ""RUA QUINZE DE NOVEMBRO, 2073, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-240""}, {""street"": ""RUA QUINZE DE NOVEMBRO, 2073, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-240"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA QUINZE DE NOVEMBRO, 2073, CENTRO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA SAO JOAQUIM, 832 - CENTRO - São Carlos/SP - CEP 13560-300","{'street': 'RUA SAO JOAQUIM, 832, CENTRO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-300'}",False,False,"[{""street"": ""RUA SAO JOAQUIM, 832, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-300""}, {""street"": ""RUA SAO JOAQUIM, 832, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-300"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA SAO JOAQUIM, 832, CENTRO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RODOVIA WASHINGTON LUIZ KM 226 + 738 M, 50 - JARDIM GUANABARA - São Carlos/SP - CEP 13565-905","{'street': 'ROD OVIA WASHINGTON LUIZ KM 226 + 738 M, 50, JARDIM GUANABARA, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13565-905'}",False,True,"[{""street"": ""ROD OVIA WASHINGTON LUIZ KM 226 + 738 M, 50, JARDIM GUANABARA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13565-905""}, {""street"": ""ROD OVIA WASHINGTON LUIZ KM 226 + 738 M, 50, JARDIM GUANABARA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13565-905"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""ROD OVIA WASHINGTON LUIZ KM 226 + 738 M, 50, JARDIM GUANABARA, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA FRANCISCO FERREIRA, 1613 - VILA FARIA - São Carlos/SP - CEP 13569-004","{'street': 'RUA FRANCISCO FERREIRA, 1613, VILA FARIA, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13569-004'}",False,False,"[{""street"": ""RUA FRANCISCO FERREIRA, 1613, VILA FARIA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13569-004""}, {""street"": ""RUA FRANCISCO FERREIRA, 1613, VILA FARIA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13569-004"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA FRANCISCO FERREIRA, 1613, VILA FARIA, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA JESUINO DE ARRUDA, 2020 - BOX 08 - JARDIM SO CARLOS - São Carlos/SP - CEP 13560-642","{'street': 'RUA JESUINO DE ARRUDA, 2020', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-642'}",True,False,"[{""street"": ""RUA JESUINO DE ARRUDA, 2020"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-642""}, {""street"": ""RUA JESUINO DE ARRUDA, 2020"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-642"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA JESUINO DE ARRUDA, 2020, São Carlos, SP, Brasil""]",no_valid_hit
"RUA DONA ANA PRADO, 590 - VILA PRADO - São Carlos/SP - CEP 13574-031","{'street': 'RUA DONA ANA PRADO, 590, VILA PRADO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13574-031'}",False,False,"[{""street"": ""RUA DONA ANA PRADO, 590, VILA PRADO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13574-031""}, {""street"": ""RUA DONA ANA PRADO, 590, VILA PRADO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13574-031"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA DONA ANA PRADO, 590, VILA PRADO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA FRANCISCO XAVIER AMARAL FILHO, 57 - RESIDENCIAL MONSENHOR ROMEU TORTORELLI - São Carlos/SP - CEP 13562-503","{'street': 'RUA FRANCISCO XAVIER AMARAL FILHO, 57, RESIDENCIAL MONSENHOR ROMEU TORTORELLI, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13562-503'}",False,False,"[{""street"": ""RUA FRANCISCO XAVIER AMARAL FILHO, 57, RESIDENCIAL MONSENHOR ROMEU TORTORELLI, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13562-503""}, {""street"": ""RUA FRANCISCO XAVIER AMARAL FILHO, 57, RESIDENCIAL MONSENHOR ROMEU TORTORELLI, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13562-503"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA FRANCISCO XAVIER AMARAL FILHO, 57, RESIDENCIAL MONSENHOR ROMEU TORTORELLI, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA LUIZ GUALTIERI, 315 - LOTE  01 AO 09 - PARQUE RESIDENCIAL MARIA STELLA FAGA - São Carlos/SP - CEP 13568-260","{'street': 'RUA LUIZ GUALTIERI, 315, LOTE 01 AO 09, PARQUE RESIDENCIAL MARIA STELLA FAGA, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13568-260'}",False,False,"[{""street"": ""RUA LUIZ GUALTIERI, 315, LOTE 01 AO 09, PARQUE RESIDENCIAL MARIA STELLA FAGA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13568-260""}, {""street"": ""RUA LUIZ GUALTIERI, 315, LOTE 01 AO 09, PARQUE RESIDENCIAL MARIA STELLA FAGA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13568-260"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA LUIZ GUALTIERI, 315, LOTE 01 AO 09, PARQUE RESIDENCIAL MARIA STELLA FAGA, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA CONDE ROLAND VON FABER CASTELL, 226 - PARQUE DELTA - São Carlos/SP - CEP 13564-670","{'street': 'RUA CONDE ROLAND VON FABER CASTELL, 226, PARQUE DELTA, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13564-670'}",False,False,"[{""street"": ""RUA CONDE ROLAND VON FABER CASTELL, 226, PARQUE DELTA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13564-670""}, {""street"": ""RUA CONDE ROLAND VON FABER CASTELL, 226, PARQUE DELTA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13564-670"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA CONDE ROLAND VON FABER CASTELL, 226, PARQUE DELTA, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA PADRE TEIXEIRA, 1350 - JARDIM BETHANIA - São Carlos/SP - CEP 13561-050","{'street': 'RUA PADRE TEIXEIRA, 1350, JARDIM BETHANIA, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13561-050'}",False,False,"[{""street"": ""RUA PADRE TEIXEIRA, 1350, JARDIM BETHANIA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13561-050""}, {""street"": ""RUA PADRE TEIXEIRA, 1350, JARDIM BETHANIA, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13561-050"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA PADRE TEIXEIRA, 1350, JARDIM BETHANIA, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
"RUA RUI BARBOSA, 630 - CENTRO - São Carlos/SP - CEP 13560-330","{'street': 'RUA RUI BARBOSA, 630, CENTRO, SÃO CARLOS/SP', 'city': 'São Carlos', 'state': 'SP', 'country': 'Brasil', 'postalcode': '13560-330'}",False,False,"[{""street"": ""RUA RUI BARBOSA, 630, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil"", ""postalcode"": ""13560-330""}, {""street"": ""RUA RUI BARBOSA, 630, CENTRO, SÃO CARLOS/SP"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, {""postalcode"": ""13560-330"", ""city"": ""São Carlos"", ""state"": ""SP"", ""country"": ""Brasil""}, ""RUA RUI BARBOSA, 630, CENTRO, SÃO CARLOS/SP, São Carlos, SP, Brasil""]",no_valid_hit
